	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV
f0cb17c6bf6eb4db8a48e3f5c02b6201	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00957
e55f792a860739ed3013a148cfc74e20	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00958
266d1321bf4b0687cc92ac2d95325df8	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00959
a966aa60c8543b552dd7670c8d6553e3	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00960
f4c0de011582bc2f9701c403a1c93ecb	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00961
57a25e75115855d1e51cc1dececd33d3	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00962
3d3c93cd34bb403d442aa77d5d2ef4fe	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00963
6d7e787fb69e01e8b69dffbb2bcc9407	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00964
987c0e7ba56741aadcba65c7782f2476	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00965
789f20f3ac77b4f8a6c3f35137c0cbaa	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00966
6a8f3a05f19b442f1e1737a3ed03167d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00967
27cb3697f0b86cbe4fd73dd3bb94755c	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00968
a05953a21e22b64c3567f51a21344d1c	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00969
059805ed95d4ce1c09e5978ec53d5a8c	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00970
c57acf5945f4d03b00399629bc0a795d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00971
7d163d4599271b8c88a3b4df17220b7b	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00972
9bc0fd1f72cbb0bd4a1bad9b1981ecbd	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00973
3b9fb6e1460a18bd7b8fdb6480178b89	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00974
2a593a570ddc9c0067e3d24f5475d6da	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00975
56e7cfcb3652c5e86dd909a8943c6dcc	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00976
500fe6588eeb5d3f304510365d124147	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00977
04b0efbd18755d03ef002699e1f54635	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00978
4b752fbddfb7ba93cb10e47ce81765d6	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00979
5e347adf70ea663f17256f02620a7f7c	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00980
14536bb048a0c6335a46bba727f6f556	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00981
55f611397872b3a8eb97b0460fcc5f34	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00982
de94a625701dc13ab2b209f45455c284	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00983
a0403ef523b0aa1ea444c40820af7bb7	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00984
b9bbdb90a93c4f7ec09678eb560de395	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00985
b9450dd5bd295ce579b56a2092906e1e	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00986
85954e4d7afa7a247569f4f148429db6	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00987
03869733ba6159a2492a0ab0f735b72a	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00988
d0b155cc034df372cf7a7f36403c9411	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00989
c1e8d1b88d6e2fa30b3b157738bcc03d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00990
5265ddcf188c9eb8ce90c24201b5586d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00991
6f5c63e8a6bb50a4c372c03378290528	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00992
3b8d1244a79ac47186c1379c1c399329	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00993
8f522b27dc487d9c9671ff17f606be25	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00994
e54e43093216b9475add03543cd611d7	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00995
6570eb318474003c0dd879b2de3ad141	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00996
92c560895a2f234714eb8ee219fe90fb	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00997
58ba0d8cd7a1238db615ff9c65761957	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00998
63d3c91c02381213133bf6e7b6fc515c	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV00999
cce980891aa4d18e829529869d698116	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea	ASV01000
e8974cadba3daaca65ba9d1a539a6f0b	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Cladonia_rangiferina	ASV01001
b6fbfeceab8555eb8be9c01c78bbad3e	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Fusarium_circinatum	ASV01002
301e0cd23b927e1107a979a2afc111c5	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Fusarium_circinatum	ASV01003
c8667e58c00115c08d6053a240619251	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Fusarium_circinatum	ASV01004
18a9ff5e386f33bccef96c29b98949b8	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Fusarium_circinatum	ASV01005
2a2fa444b32defaf93036110e27b9138	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Fusarium_circinatum	ASV01006
4a79bd4f996bc3d3e0c94ca126c4b371	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Fusarium_circinatum	ASV01007
2c95c31f9223317e2fe2b70b947ec854	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Imshaugia_aleurites	ASV01008
2177e3baf82913aa9c1bc5d69aaf2e73	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Isoetes_engelmannii	ASV01009
34346c3847ad07ce0a4a69d80246247f	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Lecanora_strobilina	ASV01010
f4835d4f6beb0e01dc7328280913a34c	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Lepraria_oxybapha	ASV01011
a25954499b6f0a00081e3cb6e192ee72	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Lepraria_oxybapha	ASV01012
597bdc270844f3f9b275549f209fd477	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Lepraria_oxybapha	ASV01013
ef242413607a8842e9b8e53240c7db07	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Panax_ginseng	ASV01014
1db80c89aab540d4e84537e6976c8930	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Pyronema_omphalodes	ASV01015
d8940bc3db54f6fed06b55173cbed1f6	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Rhynchosporium_secalis	ASV01016
9e1e63fd0695072c80d42cb3a61de85c	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Rhynchosporium_secalis	ASV01017
f095285b1bde00c34944f9d1c2008051	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Rhynchosporium_secalis	ASV01018
17ab20be074d4c2c15c1781c7739def9	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Rhynchosporium_secalis	ASV01019
401b2a61c7213d5e9f204e66e6dd3cb2	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Rhynchosporium_secalis	ASV01020
e3a2416f8d0528095561d58770aeeaae	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Rhynchosporium_secalis	ASV01021
2d79d4f9f11887a6840d3f489cb406b9	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Rhynchosporium_secalis	ASV01022
defb82c6e4815b7aec463103c81f8645	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Rhynchosporium_secalis	ASV01023
d81fadf86ad18e2240bd9534913f5b95	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Rhynchosporium_secalis	ASV01024
14be5feb455a2c2a9c9046c49944740d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Rhynchosporium_secalis	ASV01025
2b8274ebf474ff87a77179b0ab0addb0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Rhynchosporium_secalis	ASV01026
74642c3cda7a19b214199b813fd48fd8	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Sclerospora_graminicola	ASV01027
f6ba29d602adf8761c2aa8cf553910b5	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Sclerotinia_borealis	ASV01028
2d1d1ece233f57bef90dc6d18a9e39a4	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Sclerotinia_borealis	ASV01029
faf084793a718eb571f77fef064e3cf5	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Sclerotinia_borealis	ASV01030
47e6c578a9a912553046a784eff3bf8d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Sclerotinia_borealis	ASV01031
a434a3640970cfa2f4d163d873bcc95e	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Sclerotinia_borealis	ASV01032
a4683496f53d0c7bb4a08d55bbc93ec4	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Sclerotinia_borealis	ASV01033
6e23dfb808d5f3172dde227163a63b30	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Sclerotinia_borealis	ASV01034
fcf31ea3631667b3edc4deaf54a4186e	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Sclerotinia_borealis	ASV01035
916e2a29d19961c19a38a9db7848f3cc	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Sclerotinia_borealis	ASV01036
eb47acb5601ef6d9e34dac36aceb4f58	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Sclerotinia_borealis	ASV01037
9b0830c274dacfcec8bf515f571bf565	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Sclerotinia_borealis	ASV01038
f1f5da1cb9d8089e3e302ec279358966	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Solanum_melongena	ASV01039
c0d5395792eadbf5f62e8ffb14fa0262	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Triticum_aestivum	ASV01040
86507ed3d0d28c78bf93537ab0f7f303	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01041
46ad84c5e1da42db3ce71e3efb907aa0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01042
e9eca88cd386572d5d29a775d863cff5	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01043
1aa32ca5b8df08f4d1b42a64e1ff4cda	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01044
4cbe2b14a461c50cf751b14a90559e2b	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01045
320646b00aa077b31219f515a1a9f475	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01046
9a37d3a036ba22cd4680a94f91eaa6d6	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01047
8f7f77af8bb71b8c9ea67c01c0eea00c	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01048
853bd2693c33f924be87a3affad3d497	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01049
c9ca7181d5688252eb6d151d052396db	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01050
fab1c54876ae0459d1468146a5a90a5d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01051
9011737255ae3168945adf05114808ab	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01052
94d4f82d5b8a5437ba7e7934a6cef5c3	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01053
e3ec9fae6a46cb07310deb58af1137c5	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01054
983b2e7d7a28779a289fdd1136fcc637	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01055
ab0e938f1e670dc8070628020afc1f07	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01056
ef5a7b7778fd466113cbe43d18de7095	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01057
468e10b873c98a9b59a7970b0bd40129	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01058
176a133844cc99c22e6e2037b0866ff1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01059
4f4645fe6bebb8ab2ea7b5dcbe4c742a	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01060
867d8cb60d3afc2860f800ce14cf72fe	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01061
930c95e18587702433f9bcdf01fa4a1c	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01062
a7b3657fc25b742adefdc94725df6b90	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01063
2158bf49d4dc2a6b69540dd74178e15e	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01064
6fcb7f89a5d84623c4809180e0b68ba0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01065
f9b13a74e2e590b707dfbf0b35fae8ea	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01066
33f877a274bb12c8580521b5a4c4ddab	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01067
4aac350f3962fddf1281b31c77d6097b	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01068
53b7c652c0fac2325f5ec171cd4cac3d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01069
81281b03a564b95e099392e2416937e3	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01070
816056ed83b77359bd5b08dd818e92a3	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01071
02c932e1c69a546e18adced24e1da036	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01072
a33f430d337605f77abd6c1f8b985e37	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01073
c11150d0b0593a6a11f695939139a4e4	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01074
8b8988833a45e46f6a0ea5d2606ad986	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01075
45e4c8152f25b66fb3e7bdf9ecbf8f98	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01076
a52970705dfd5642085748f4646b3b18	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01077
d1251cef5cfedfce20f0aa2e3fb69372	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01078
7b8bb2d950d1408dacfa7acd19e9c626	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01079
cfd72ec9859c1e763f6bf862b1b57673	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01080
c75de1b85f18e8630983a090a1be60da	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01081
f08135bb193ff3275c3ec8cef3f105e3	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01082
a1792bbfbe066223ae01867171cb0216	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01083
5190dd9cdab529dcee08af5c57dc4801	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01084
947b640c8d881fe0786fa975170ee8ff	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01085
8d8b34f36920b380d8cfd6d9998ffe7a	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01086
1e14dddd07c2b5e5e2bdb49b65c1f143	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01087
774303abbf3488aaab7f93a0902fc1e4	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01088
67c7c80b20032bd84412f0a4a33a8b3e	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01089
6201c74f52b230a41d803debc1c04b7d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01090
7ee2afe7cf46e26e5b93dc5c66cf1502	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01091
9407c7f7ac514c9edf7fbaddeb1451ec	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01092
c73ef0929c415ee072cea75396f3cd8b	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01093
99ede6d9ae05d10baa4d6a3386f4842f	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01094
d652cd71118f580c03b63cdaede16e32	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01095
82e0a30321543f39467231265c4886c5	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01096
d6011561e2e1b5761a9b508f1895811d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01097
1d3d9f43a3f84c01f5c3f7aab2dd3067	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01098
331b8411db5ab70587e4e0be9c85a0ec	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01099
147587344cdfca9ede855b313d2782cf	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01100
9c57ef23c57cecd56b7f55ad9c955c80	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01101
eeac49af3d357edc47caf1eeb672b7f4	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01102
f63e50bee7e72403f85141b931447a52	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01103
c6775c9a943f29729e078ce4b1346670	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01104
50dd6d844e343af43a2302cfb06933b9	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01105
3362ef612918e17e6a2d18f7fc8c3ba8	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01106
f9897ae4f13cff4f6c22ced0b48a0a97	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01107
39f1be8ddb6e60fd3468f1603513e4b0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01108
816749858d5f04e3059e2099dfeefca7	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01109
b0be015304b61b5b37c82c12700122ea	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01110
e84a6ca53e42a933fae93011bfc941df	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01111
afaf101486b7822b21bbc22bf0c7d34b	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01112
c7e58c667a2a3f09e55d88372656397d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01113
3ad0b2e467f63e5f877dba08e866a287	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01114
7f8288865f5111791a88288b257730ff	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01115
b53983df2da37b7b616266ccf17095c7	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01116
8970d7d01fb8a58f11c517ada3a91f85	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01117
adc80bdd5d7a4f1c6790bd350dcc1da0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01118
ae1632eac73e5568f3e006d4502e72a4	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01119
dfe517dd34107692ea19327469fae2a7	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01120
fd1f899aa761480d28479ef91ca1b193	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01121
517d19a5bbd0d2d6b864099980275da5	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01122
e222a5b5ae9dff07b93c2110c8143921	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND	ASV01123
